OntoClass,OntoProperty,AntMin,AntMax,DataMin,DataMax,Mean,Mode,Quad. Mean,Kurtosis,Std. Deviation,Skewness,Variance,98P,2P,75P,25P,"Dist, Card.",Dist. Mean.,Dist. Quad. Mean.,Dist. Kur.,Dist. Std. Devi.,Dist. Skew.,Dist. Vari.,P. Min.,P. Max.,P. Mode.,P. 0,P.1,P. Mean,P. Quad. Mean.,P. Kurtosis.,P. Std. Dev.,P. Skew.,P. Vari.
dbo:Sport,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
dbo:Sport,foaf:isPrimaryTopicOf,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
dbo:Sport,dbo:wikiPageLength,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
dbo:Sport,dbo:wikiPageOutDegree,M0,M1,0,1,0.5898,1,0.76798,-1.87411,0.49242,-0.36636,0.24247,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.4102,0.5898,0.5898,0.4102,0.5898,0.5,0.508,0,0.127,0,0.01613
dbo:Sport,dbo:authority,M0,ANY,0,2,0.38137,0,0.66925,0.16573,0.55056,1.08232,0.30312,2,0,1,0,3,1,1.29099,0,1,0,1,0.03326,0.65188,0.65188,0.65188,0.31486,0.33333,0.41841,0,0.30973,0.2675,0.09593
dbo:Sport,dbp:nombre,M0,ANY,0,5,0.26386,0,0.62647,15.74132,0.56882,3.14675,0.32356,2,0,0,0,6,2.5,3.02765,-1.2,1.87083,0,3.5,0.00222,0.77827,0.77827,0.77827,0.1929,0.16667,0.32747,4.72523,0.30879,2.1645,0.09535
dbo:Sport,dbo:teamSize,M0,ANY,0,3,0.25942,0,0.61935,5.1895,0.56302,2.30257,0.31699,2,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00665,0.79601,0.79601,0.79601,0.15521,0.25,0.40606,3.37315,0.36948,1.83107,0.13651
dbo:Sport,dbp:título,M0,ANY,0,40,0.19069,0,1.95742,388.2252,1.95027,19.10633,3.80356,2,0,0,0,7,8,15.42725,6.57289,14.24781,2.54123,203,0.00222,0.94457,0.94457,0.94457,0.02882,0.14286,0.35722,6.98452,0.35364,2.64197,0.12506
dbo:Sport,dbp:lugar,M0,ANY,0,6,0.18847,0,0.637,34.75615,0.60915,5.15052,0.37107,2,0,0,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00222,0.86696,0.86696,0.86696,0.10643,0.14286,0.33019,6.68144,0.32154,2.57304,0.10339
dbo:Sport,foaf:homepage,M0,M1,0,1,0.18625,0,0.43157,0.61804,0.38974,1.61719,0.1519,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.18625,0.81375,0.81375,0.81375,0.18625,0.5,0.59029,0,0.44371,0,0.19687
dbo:Sport,dbp:categoría,M0,ANY,0,3,0.18404,0,0.51367,7.51782,0.4801,2.76174,0.2305,2,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00222,0.85366,0.85366,0.85366,0.11086,0.25,0.43074,3.73487,0.40502,1.92535,0.16404
dbo:Sport,dbp:imagen,M0,M1,0,1,0.18404,0,0.42899,0.68007,0.38794,1.63618,0.1505,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.18404,0.81596,0.81596,0.81596,0.18404,0.5,0.59147,0,0.44684,0,0.19967
dbo:Sport,http://wikidata.dbpedia.org/property/imagen,M0,M1,0,1,0.18182,0,0.4264,0.74372,0.38612,1.65543,0.14909,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.18182,0.81818,0.81818,0.81818,0.18182,0.5,0.59265,0,0.44998,0,0.20248
dbo:Sport,dbp:autoridad,M0,ANY,0,3,0.18182,0,0.47088,6.99976,0.43485,2.52125,0.18909,1,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00222,0.83592,0.83592,0.83592,0.14856,0.25,0.42456,3.38551,0.39624,1.83922,0.157
dbo:Sport,http://wikidata.dbpedia.org/property/tamañoimagen,M0,M1,0,1,0.1663,0,0.4078,1.23978,0.37276,1.79842,0.13895,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.1663,0.8337,0.8337,0.8337,0.1663,0.5,0.60113,0,0.47193,0,0.22272
dbo:Sport,dbp:tamañoimagen,M0,M1,0,1,0.1663,0,0.4078,1.23978,0.37276,1.79842,0.13895,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.1663,0.8337,0.8337,0.8337,0.1663,0.5,0.60113,0,0.47193,0,0.22272
dbo:Sport,http://dbpedia.org/property/imagen,M0,M1,0,1,0.16408,0,0.40507,1.31873,0.37076,1.82014,0.13746,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.16408,0.83592,0.83592,0.83592,0.16408,0.5,0.60236,0,0.47506,0,0.22568
dbo:Sport,dbp:otrosNombres,M0,ANY,0,6,0.15965,0,0.55715,44.84293,0.53439,5.65506,0.28557,1,0,0,0,6,2.66667,3.31662,-0.3,2.16025,0.46291,4.66667,0.00222,0.87805,0.87805,0.87805,0.10421,0.16667,0.361,5.71804,0.35079,2.3815,0.12305
dbo:Sport,http://wikidata.dbpedia.org/property/título,M0,ANY,0,40,0.15521,0,1.94035,401.07679,1.93628,19.56186,3.74919,1.96,0,0,0,7,8,15.42725,6.57289,14.24781,2.54123,203,0.00222,0.96896,0.96896,0.96896,0.01109,0.14286,0.36628,6.99788,0.36429,2.64523,0.13271
dbo:Sport,dbp:pie,M0,M1,0,2,0.15078,0,0.39397,2.88447,0.36438,2.096,0.13277,1,0,0,0,3,1,1.29099,0,1,0,1,0.00222,0.85144,0.85144,0.85144,0.14634,0.33333,0.49879,0,0.45444,1.53813,0.20652
dbo:Sport,http://dbpedia.org/property/tamañoimagen,M0,M1,0,1,0.15078,0,0.3883,1.84355,0.35823,1.95842,0.12833,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.15078,0.84922,0.84922,0.84922,0.15078,0.5,0.60988,0,0.49388,0,0.24391
dbo:Sport,http://wikidata.dbpedia.org/property/pie,M0,M1,0,2,0.14856,0,0.39114,3.00969,0.36224,2.12294,0.13121,1,0,0,0,3,1,1.29099,0,1,0,1,0.00222,0.85366,0.85366,0.85366,0.14412,0.33333,0.49984,0,0.45617,1.54539,0.20809
dbo:Sport,http://dbpedia.org/property/título,M0,ANY,0,40,0.14856,0,1.93749,403.31318,1.93393,19.64143,3.7401,1,0,0,0,7,8,15.42725,6.57289,14.24781,2.54123,203,0.00222,0.97339,0.97339,0.97339,0.00887,0.14286,0.36794,6.9989,0.36624,2.64548,0.13413
dbo:Sport,http://wikidata.dbpedia.org/property/categoría,M0,ANY,0,3,0.14191,0,0.44672,11.4889,0.42405,3.28628,0.17982,2,0,0,0,4,1.5,1.87083,-1.2,1.29099,0,1.66667,0.00222,0.8847,0.8847,0.8847,0.09091,0.25,0.44482,3.83316,0.42484,1.95297,0.18049
dbo:Sport,dbo:wikiPageRedirects,M0,M1,0,1,0.14191,0,0.37671,2.2504,0.34934,2.05923,0.12204,1,0,0,0,2,0.5,0.70711,0,0.70711,0,0.5,0.14191,0.85809,0.85809,0.85809,0.14191,0.5,0.615,0,0.50642,0,0.25646
dbo:Sport,dbp:equipo,M0,ANY,0,6,0.13525,0,0.46376,69.17078,0.4441,6.41902,0.19722,1,0,0,0,4,2.25,3.20156,2.23487,2.62996,1.44306,6.91667,0.00222,0.88248,0.88248,0.88248,0.10865,0.25,0.44459,3.71326,0.42451,1.92213,0.18021
dbo:MeanOfTransportation,dbo:wikiPageWikiLink,M0,ANY,0,604,32.09698,0,46.98483,34.31227,34.31333,4.39781,1177.40487,129,0,39,13,313,170.73482,206.88212,0.54689,117.01957,0.81219,13693.5801,0.00004,0.03209,0.03209,0.03209,0.00293,0.00319,0.00755,5.74992,0.00685,2.58632,0.00005
dbo:MeanOfTransportation,rdf:type,M1,ANY,1,9,5.0891,6,5.24304,-0.16319,1.26119,-0.94182,1.5906,7,3,6,5,9,5,5.62731,-1.2,2.73861,0,7.5,0.00004,0.48461,0.48461,0,0.00867,0.11111,0.19476,2.08974,0.16965,1.61885,0.02878
dbo:MeanOfTransportation,owl:sameAs,M0,ANY,0,98,4.4031,0,9.50909,8.56998,8.42842,2.62418,71.03823,31,0,5,0,71,36.70423,42.77158,-0.55808,22.11554,0.27626,489.09698,0.00004,0.63449,0.63449,0.63449,0.00214,0.01408,0.07639,67.42523,0.07561,8.13306,0.00572
dbo:MeanOfTransportation,dc:subject,M0,ANY,0,18,2.296,2,2.79443,4.66439,1.59291,1.43691,2.53736,6,0,3,1,19,9,10.53565,-1.2,5.62731,0,31.66667,0.00004,0.28037,0.28037,0.07039,0.27962,0.05263,0.10482,2.37731,0.09313,1.87664,0.00867
dbo:MeanOfTransportation,dbo:wikiPageExternalLink,M0,ANY,0,73,1.81174,0,3.29566,114.59657,2.75304,6.92861,7.57925,9,0,3,0,35,21.8,28.64811,1.46468,18.8583,1.34617,355.63529,0.00004,0.36757,0.36757,0.36757,0.21326,0.02857,0.07982,12.57896,0.07562,3.43923,0.00572
dbo:MeanOfTransportation,dbp:wikiPageUsesTemplate,M0,ANY,0,88,1.75888,0,3.89894,84.22971,3.47973,6.04791,12.10852,10,0,3,0,51,29.54902,37.09368,0.55082,22.64625,1.00508,512.85255,0.00004,0.63536,0.63536,0.63536,0.02706,0.01961,0.09078,47.29566,0.08952,6.77355,0.00801
dbo:MeanOfTransportation,rdfs:label,M1,M1,0,1,0.96815,1,0.98395,26.43464,0.17561,-5.33222,0.03084,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.03185,0.96815,0.96815,0.03185,0.96815,0.5,0.68496,0,0.66206,0,0.43833
dbo:MeanOfTransportation,rdfs:comment,M0,M1,0,1,0.96146,1,0.98054,20.99314,0.19249,-4.79494,0.03705,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.03854,0.96146,0.96146,0.03854,0.96146,0.5,0.6804,0,0.65261,0,0.4259
dbo:MeanOfTransportation,dbo:abstract,M1,M1,0,1,0.96146,1,0.98054,20.99314,0.19249,-4.79494,0.03705,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.03854,0.96146,0.96146,0.03854,0.96146,0.5,0.6804,0,0.65261,0,0.4259
dbo:MeanOfTransportation,dbo:thumbnail,M0,M1,0,1,0.83675,1,0.91474,1.32115,0.3696,-1.82237,0.13661,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.16325,0.83675,0.83675,0.16325,0.83675,0.5,0.60283,0,0.47624,0,0.2268
dbo:MeanOfTransportation,foaf:depiction,,,0,1,0.83675,1,0.91474,1.32115,0.3696,-1.82237,0.13661,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.16325,0.83675,0.83675,0.16325,0.83675,0.5,0.60283,0,0.47624,0,0.2268
dbo:MeanOfTransportation,foaf:name,,,0,26,0.82476,1,1.14659,124.93562,0.79653,6.40129,0.63447,2,0,1,0,16,8.1875,10.28044,2.88058,6.42099,1.33224,41.22917,0.00008,0.6115,0.6115,0.29857,0.6115,0.0625,0.17124,9.05119,0.16466,2.99683,0.02711
dbo:MeanOfTransportation,dbp:nombre,,,0,34,0.55939,0,1.43816,114.32325,1.32493,8.10082,1.75544,4,0,1,0,29,14.51724,17.22568,-0.65386,9.43633,0.34049,89.04433,0.00004,0.6388,0.6388,0.6388,0.29149,0.03448,0.13056,19.25456,0.12816,4.31396,0.01642
dbo:MeanOfTransportation,dbo:manufacturer,,,0,8,0.409,0,0.70587,6.28915,0.57532,1.61707,0.33099,2,0,1,0,8,3.625,4.4017,-0.65152,2.66927,0.29576,7.125,0.00004,0.62408,0.62408,0.62408,0.35036,0.125,0.25315,2.46929,0.23533,1.82805,0.05538
dbo:MeanOfTransportation,dbo:wikiPageID,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,dbo:wikiPageRevisionID,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,http://www.w3.org/ns/prov#wasDerivedFrom,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,foaf:isPrimaryTopicOf,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,dbo:wikiPageLength,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,dbo:wikiPageOutDegree,M0,M1,0,1,0.36745,0,0.60618,-1.69775,0.48212,0.54989,0.23244,1,0,1,0,2,0.5,0.70711,0,0.70711,0,0.5,0.36745,0.63255,0.63255,0.63255,0.36745,0.5,0.51727,0,0.18745,0,0.03514
dbo:MeanOfTransportation,dbp:tipo,,,0,7,0.32975,0,0.61926,4.58769,0.52417,1.59765,0.27476,1,0,1,0,8,3.5,4.1833,-1.2,2.44949,0,6,0.00004,0.69174,0.69174,0.69174,0.29046,0.125,0.26531,4.31336,0.25017,2.13612,0.06259
dbo:MeanOfTransportation,dbo:aircraftUser,,,0,15,0.29718,0,0.94573,26.01698,0.89784,4.32433,0.80611,4,0,0,0,15,7.06667,8.34266,-1.0431,4.58984,0.09377,21.06667,0.00004,0.85218,0.85218,0.85218,0.07624,0.06667,0.22114,14.679,0.21825,3.81724,0.04763
dbo:MeanOfTransportation,dbp:imagen,,,0,6,0.28531,0,0.56922,2.21925,0.49256,1.5145,0.24261,1,0,1,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00004,0.73289,0.73289,0.73289,0.24966,0.14286,0.29271,4.5185,0.27595,2.14316,0.07615
dbo:MeanOfTransportation,http://wikidata.dbpedia.org/property/imagen,,,0,6,0.27977,0,0.56215,2.24088,0.4876,1.52521,0.23775,1,0,1,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00004,0.73732,0.73732,0.73732,0.24622,0.14286,0.29387,4.60385,0.27739,2.15916,0.07694
dbo:MeanOfTransportation,http://wikidata.dbpedia.org/property/nombre,,,0,34,0.26929,0,1.23867,162.23725,1.20907,10.33095,1.46185,3,0,0,0,29,14.44828,17.10918,-0.68072,9.32579,0.31354,86.97044,0.00004,0.87691,0.87691,0.87691,0.07838,0.03448,0.16354,28.47181,0.16269,5.3177,0.02647
dbo:MeanOfTransportation,dbo:length,,,0,2,0.26644,0,0.51633,-0.86946,0.44228,1.05941,0.19562,1,0,1,0,3,1,1.29099,0,1,0,1,0.00008,0.73364,0.73364,0.73364,0.26628,0.33333,0.4506,0,0.37135,0.78604,0.1379
dbo:MeanOfTransportation,dbo:MeanOfTransportation/length,,,0,2,0.26644,0,0.51633,-0.86946,0.44228,1.05941,0.19562,1,0,1,0,3,1,1.29099,0,1,0,1,0.00008,0.73364,0.73364,0.73364,0.26628,0.33333,0.4506,0,0.37135,0.78604,0.1379
dbo:MeanOfTransportation,dbp:armamento,,,0,21,0.26395,0,1.23279,59.49803,1.20423,6.65663,1.45017,5,0,0,0,22,10.5,12.26784,-1.2,6.49359,0,42.16667,0.00004,0.92637,0.92637,0.92637,0.02137,0.04545,0.19761,21.95914,0.19683,4.68422,0.03874
dbo:MeanOfTransportation,http://wikidata.dbpedia.org/property/armamento,,,0,21,0.26363,0,1.23235,59.57976,1.20384,6.66187,1.44923,5,0,0,0,22,10.5,12.26784,-1.2,6.49359,0,42.16667,0.00004,0.92649,0.92649,0.92649,0.02133,0.04545,0.19763,21.95932,0.19686,4.68424,0.03875
dbo:MeanOfTransportation,dbo:city,,,0,14,0.25334,0,0.72615,26.38642,0.68054,3.67383,0.46314,2,0,0,0,11,5.72727,7.19217,-0.21421,4.56269,0.76374,20.81818,0.00004,0.84941,0.84941,0.84941,0.0679,0.09091,0.25777,10.67265,0.25298,3.25131,0.064
dbo:MeanOfTransportation,dbo:aircraftType,,,0,6,0.25212,0,0.53729,9.74733,0.47447,2.2101,0.22512,1,0,0,0,7,3,3.60555,-1.2,2.16025,0,4.66667,0.00012,0.7594,0.7594,0.7594,0.23336,0.14286,0.30028,4.92608,0.28528,2.22059,0.08138
dbo:MeanOfTransportation,dbp:título,,,0,44,0.25061,0,1.24164,216.13069,1.21611,11.38709,1.47891,3,0,0,0,30,15.56667,18.89356,0.38245,10.89031,0.75233,118.59885,0.00004,0.89705,0.89705,0.89705,0.0599,0.03333,0.16418,29.69202,0.16351,5.43798,0.02674
dbo:MeanOfTransportation,http://wikidata.dbpedia.org/property/título,,,0,44,0.24986,0,1.2406,216.78616,1.2152,11.40897,1.47672,3,0,0,0,30,15.56667,18.89356,0.38245,10.89031,0.75233,118.59885,0.00004,0.89733,0.89733,0.89733,0.05986,0.03333,0.16423,29.69285,0.16356,5.43809,0.02675
dbo:MeanOfTransportation,http://dbpedia.org/property/imagen,,,0,6,0.23012,0,0.51472,3.54845,0.46042,1.87926,0.21199,1,0,0,0,6,2.66667,3.31662,-0.3,2.16025,0.46291,4.66667,0.00004,0.7865,0.7865,0.7865,0.1974,0.16667,0.33111,4.66411,0.31341,2.15237,0.09823
dbo:MeanOfTransportation,dbo:number,,,0,10,0.20357,0,0.70912,28.78333,0.67928,4.61763,0.46143,2,0,0,0,11,5,5.91608,-1.2,3.31662,0,11,0.00008,0.88617,0.88617,0.88617,0.058,0.09091,0.26801,10.84978,0.26443,3.28641,0.06992
dbo:MeanOfTransportation,dbo:shipDisplacement,,,0,4,0.20357,0,0.53088,7.73654,0.49031,2.6298,0.2404,2,0,0,0,5,2,2.44949,-1.2,1.58114,0,2.5,0.00083,0.832,0.832,0.832,0.13508,0.2,0.37721,4.50228,0.35758,2.11029,0.12786
dbo:MeanOfTransportation,http://dbpedia.org/property/armamento,,,0,20,0.19934,0,1.05213,66.87184,1.0331,7.09614,1.0673,4,0,0,0,20,9.7,11.43241,-1.13105,6.2078,0.10842,38.53684,0.00004,0.9471,0.9471,0.9471,0.01238,0.05,0.21183,19.98409,0.21119,4.46961,0.0446
dbo:MeanOfTransportation,dbo:shipBeam,,,0,2,0.19455,0,0.45927,2.44786,0.41604,1.87925,0.17309,1,0,0,0,3,1,1.29099,0,1,0,1,0.00819,0.81364,0.81364,0.81364,0.17817,0.33333,0.48091,0,0.42455,1.42497,0.18025
dbo:MeanOfTransportation,http://dbpedia.org/property/título,,,0,44,0.18485,0,1.0977,331.50646,1.08205,14.43214,1.17083,2,0,0,0,29,15.34483,18.77728,0.42693,11.01387,0.8124,121.30542,0.00004,0.9219,0.9219,0.9219,0.04728,0.03448,0.17144,28.82527,0.17091,5.36236,0.02921
dbo:MeanOfTransportation,http://dbpedia.org/property/nombre,,,0,34,0.18422,0,1.04406,286.44331,1.0277,13.86683,1.05616,2,0,0,0,29,14.44828,17.10918,-0.68072,9.32579,0.31354,86.97044,0.00004,0.91501,0.91501,0.91501,0.05262,0.03448,0.17022,28.77642,0.16964,5.35608,0.02878
dbo:Event,dbo:wikiPageWikiLink,M0,ANY,0,1230,48.87044,0,83.84606,28.54564,68.13195,4.05369,4641.96258,256,0,59,13,544,298.54228,364.17962,1.23159,208.75682,0.97423,43579.40889,0.00003,0.18826,0.18826,0.18826,0.0001,0.00184,0.00887,392.8696,0.00868,18.45551,0.00008
dbo:Event,rdf:type,M1,ANY,7,21,8.65833,9,8.78776,-0.99233,1.50265,0.32814,2.25795,11,7,9,7,7,11.14286,11.95229,4.26992,4.67007,1.93558,21.80952,0.00003,0.38701,0.38701,0,0,0.14286,0.21628,-1.55813,0.17539,0.80455,0.03076
dbo:Event,dbo:wikiPageExternalLink,M0,ANY,0,555,4.60836,0,21.98956,211.14163,21.50153,12.64561,462.31564,39,0,2,0,167,126.82036,171.9497,1.90232,116.46683,1.45636,13564.52175,0.00005,0.48424,0.48424,0.48424,0.1882,0.00599,0.04122,116.2106,0.04091,10.34853,0.00167
dbo:Event,owl:sameAs,M0,ANY,0,128,3.44751,0,9.00896,27.20622,8.32334,4.38719,69.27792,30,0,3,0,96,49.625,57.93729,-0.62784,30.05828,0.28673,903.5,0.00003,0.69932,0.69932,0.69932,0.0001,0.01042,0.07189,93.51554,0.0715,9.61616,0.00511
dbo:Event,dc:subject,M0,ANY,0,42,2.68702,0,3.63574,12.14006,2.44922,2.12125,5.99869,9,0,4,1,35,17.42857,20.54681,-0.70288,11.0408,0.27576,121.89916,0.00003,0.2085,0.2085,0.2085,0.12125,0.02857,0.06619,3.7573,0.06058,2.21515,0.00367
dbo:Event,dbo:combatant,,,0,124,2.18771,0,5.43577,77.25534,4.97616,6.27836,24.76222,16,0,4,0,62,34.25806,42.3918,1.57656,25.1728,1.09122,633.67002,0.00005,0.67369,0.67369,0.67369,0.00358,0.01613,0.08671,58.99051,0.08589,7.60339,0.00738
dbo:Event,dbp:wikiPageUsesTemplate,M0,ANY,0,125,2.07745,0,4.93884,61.79239,4.48072,4.98719,20.07689,15,0,3,0,61,35.36066,45.00546,1.88537,28.07195,1.32458,788.03443,0.00003,0.69712,0.69712,0.69712,0.01183,0.01639,0.08995,59.39052,0.08918,7.66101,0.00795
dbo:Event,dbp:goleslocal,,,0,282,1.30026,0,7.99887,251.47787,7.89258,12.92161,62.29281,21,0,0,0,127,77.75591,97.6362,0.53796,59.28338,0.94603,3514.51931,0.00003,0.91824,0.91824,0.91824,0.00755,0.00787,0.0815,126.92048,0.08144,11.2642,0.00663
dbo:Event,http://wikidata.dbpedia.org/property/goleslocal,,,0,282,1.2911,0,7.98467,253.07773,7.8797,12.97043,62.0896,21,0,0,0,127,77.75591,97.6362,0.53796,59.28338,0.94603,3514.51931,0.00003,0.91921,0.91921,0.91921,0.00742,0.00787,0.08158,126.92305,0.08152,11.26437,0.00665
dbo:Event,dbp:golesvisita,,,0,232,1.00951,0,6.48036,268.03489,6.40133,13.41289,40.97697,16,0,0,0,118,67.52542,83.42001,0.6609,49.19067,0.92668,2419.72157,0.00003,0.92174,0.92174,0.92174,0.01141,0.00847,0.08487,117.90968,0.08481,10.85663,0.00719
dbo:Event,http://wikidata.dbpedia.org/property/golesvisita,,,0,232,1.00319,0,6.47068,269.46427,6.39253,13.45537,40.86442,16,0,0,0,118,67.52542,83.42001,0.6609,49.19067,0.92668,2419.72157,0.00003,0.92252,0.92252,0.92252,0.01136,0.00847,0.08494,117.91183,0.08488,10.85677,0.0072
dbo:Event,dbo:commander,,,0,76,1.00269,0,2.98398,107.0993,2.81051,7.76681,7.89898,9,0,1,0,54,29.37037,35.49491,-0.62941,20.11879,0.524,404.7659,0.00003,0.7221,0.7221,0.7221,0.06473,0.01852,0.09968,51.03144,0.09886,7.06669,0.00977
dbo:Event,http://dbpedia.org/property/goleslocal,,,0,195,0.94786,0,6.638,221.51079,6.57006,12.30738,43.16572,17,0,0,0,108,63.91667,79.93661,0.07437,48.22923,0.89195,2326.05841,0.00003,0.95139,0.95139,0.95139,0.00402,0.00926,0.09155,107.98507,0.09151,10.39124,0.00837
dbo:Event,foaf:name,,,0,16,0.94606,0,1.28717,2.22892,0.87282,0.65282,0.76181,3,0,2,0,9,5.11111,6.86375,2.74326,4.85913,1.51011,23.61111,0.00003,0.36943,0.36943,0.36943,0.34634,0.11111,0.18958,-1.23264,0.16292,0.96616,0.02654
dbo:Event,dbo:team,,,0,74,0.9063,0,2.79509,106.36842,2.64412,7.7123,6.99135,8,0,0,0,52,27.75,33.42644,-0.45046,18.81684,0.54474,354.07353,0.00003,0.76893,0.76893,0.76893,0.02048,0.01923,0.10772,49.93495,0.10702,7.01242,0.01145
dbo:Event,rdfs:label,M1,M1,0,2,0.81177,1,0.90101,0.54505,0.39097,-1.59391,0.15286,1,0,1,1,3,1,1.29099,0,1,0,1,0.00003,0.81172,0.81172,0.18826,0.81172,0.33333,0.48108,0,0.42485,1.35747,0.1805
dbo:Event,rdfs:comment,M0,M1,0,1,0.8079,1,0.89883,0.44372,0.39395,-1.56323,0.1552,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.1921,0.8079,0.8079,0.1921,0.8079,0.5,0.5872,0,0.43544,0,0.18961
dbo:Event,dbo:abstract,M0,M1,0,1,0.8079,1,0.89883,0.44372,0.39395,-1.56323,0.1552,1,0,1,1,2,0.5,0.70711,0,0.70711,0,0.5,0.1921,0.8079,0.8079,0.1921,0.8079,0.5,0.5872,0,0.43544,0,0.18961
dbo:Event,dbp:fecha,,,0,123,0.7984,0,2.69757,198.11472,2.57675,8.45386,6.63962,10,0,1,0,38,22.36842,31.85824,10.82059,22.98933,2.95848,528.50925,0.00003,0.74931,0.74931,0.74931,0.15064,0.02632,0.1241,34.84461,0.1229,5.82927,0.01511
dbo:Event,http://wikidata.dbpedia.org/property/fecha,,,0,123,0.79108,0,2.68721,200.76126,2.56816,8.51804,6.59545,10,0,0,0,38,22.36842,31.85824,10.82059,22.98933,2.95848,528.50925,0.00003,0.75127,0.75127,0.75127,0.14975,0.02632,0.12438,34.89521,0.12319,5.83441,0.01518
dbo:Event,http://dbpedia.org/property/golesvisita,,,0,170,0.73988,0,5.37111,221.74151,5.31997,12.5429,28.30212,13,0,0,0,102,56.55882,68.8493,-0.01278,39.45359,0.71833,1556.58561,0.00003,0.95301,0.95301,0.95301,0.00635,0.0098,0.09437,101.98158,0.09432,10.09815,0.0089
dbo:Event,dbo:causalties,,,0,28,0.72507,0,1.98182,32.62455,1.84444,4.55657,3.40195,6,0,0,0,25,12.28,14.49828,-0.80838,7.86617,0.23569,61.87667,0.00008,0.77948,0.77948,0.77948,0.02429,0.04,0.15746,24.01022,0.15544,4.86574,0.02416
dbo:Event,dbo:city,,,0,67,0.70577,0,2.35325,130.07982,2.24495,8.78009,5.0398,7,0,1,0,42,22.78571,28.01998,0.49641,16.50504,0.88582,272.41638,0.00003,0.72886,0.72886,0.72886,0.15391,0.02381,0.11526,37.92326,0.11414,6.06616,0.01303
dbo:Event,dbp:reporte,,,0,304,0.64768,0,5.09626,585.56374,5.055,18.02441,25.55305,9,0,0,0,92,56.41304,74.12665,6.6514,48.35018,1.97757,2337.73961,0.00003,0.94961,0.94961,0.94961,0.0076,0.01087,0.09901,91.97099,0.09895,9.58943,0.00979
