Class	Property	Count	Min. Ann.	Max. Ann.	Min	Max	Mean	0	1	2	3	4	5	6	7	8	9	10	11	12	13
dbo:MeanOfTransportation	dbo:shipBeam	57779	M0	M1	0	5	0.479897541	0.54968	0.42218	0.027	0.00092	0.00016	0.00007	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:shipName	57779	M0	M1	0	10	0.453469254	0.60596	0.34414	0.04259	0.0058	0.00112	0.00021	0.0001	0.00002	0.00002	0.00002	0.00002	0	0	0
dbo:MeanOfTransportation	dbp:shipFate	57779	M0	M1	0	8	0.407085619	0.63932	0.3251	0.02795	0.0054	0.00152	0.00055	0.0001	0.00002	0.00003	0	0	0	0	0
dbo:MeanOfTransportation	dbo:engine	57779	M0	ANY	0	119	0.387822565	0.88984	0.05184	0.01573	0.0099	0.00858	0.00467	0.00493	0.00284	0.00272	0.00112	0.00138	0.00059	0.00106	0.00043
dbo:MeanOfTransportation	dbp:shipPropulsion	57779	M0	M1	0	9	0.379791966	0.62374	0.37353	0.00228	0.00031	0.00005	0.00003	0.00002	0.00002	0	0.00002	0	0	0	0
dbo:MeanOfTransportation	dbp:shipLaunched	57779	M0	M1	0	3	0.377767009	0.6228	0.37664	0.00054	0.00002	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:shipCountry	57779	M0	ANY	0	7	0.37594974	0.67933	0.27237	0.04251	0.00483	0.0008	0.00016	0	0.00002	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:shipArmament	57779	M0	M1	0	23	0.369701795	0.6456	0.34606	0.00587	0.00138	0.00036	0.0001	0.00017	0.00012	0.00005	0.00005	0.00009	0.00002	0	0.00003
dbo:MeanOfTransportation	dbp:manufacturer	57779	M0	M1	0	12	0.344121567	0.69089	0.28398	0.019	0.004	0.0013	0.00048	0.00019	0.00009	0	0	0	0.00005	0.00002	0
dbo:MeanOfTransportation	dbp:shipComplement	57779	M0	M1	0	5	0.336835182	0.66716	0.32958	0.00268	0.00043	0.0001	0.00003	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:name	57779	M0	M1	0	37	0.326312328	0.75379	0.2133	0.01603	0.00651	0.00422	0.00218	0.00133	0.00076	0.00045	0.00043	0.00031	0.00022	0.00009	0.0001
dbo:MeanOfTransportation	dbo:manufacturer	57779	M0	M1	0	12	0.314422195	0.72069	0.25386	0.01911	0.00447	0.00099	0.00059	0.00017	0.00007	0.00002	0	0	0.00002	0.00002	0
dbo:MeanOfTransportation	dbo:shipLaunch	57779	M0	M1	0	2	0.301476315	0.6988	0.30092	0.00028	0	0	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbo:topSpeed	57779	M0	M1	0	4	0.287059312	0.71649	0.28026	0.00299	0.00022	0.00003	0	0	0	0	0	0	0	0	0
dbo:MeanOfTransportation	dbp:engine	57779	M0	ANY	0	62	0.278959484	0.89744	0.0598	0.0144	0.00876	0.00462	0.00358	0.00222	0.00197	0.00144	0.00114	0.00092	0.00048	0.00042	0.00035
dbo:Event	dbo:wikiPageWikiLink	101271	M0	ANY	0	3234	48.75764039	0.1941	0.00009	0.00064	0.00101	0.00202	0.00321	0.00674	0.00908	0.01026	0.01223	0.01239	0.01327	0.01403	0.01456
dbo:Event	rdf:type	101271	M1	ANY	1	40	8.064134846	0	0.00547	0.03013	0.04886	0.04868	0.2304	0.03095	0.05193	0.14917	0.08405	0.05461	0.0712	0.06203	0.04424
dbo:Event	dbp:wikiPageUsesTemplate	101271	M0	ANY	0	288	7.1730999	0.19755	0.01474	0.02952	0.04771	0.06897	0.07815	0.08208	0.08046	0.06897	0.05942	0.05047	0.03971	0.03286	0.02589
dbo:Event	owl:sameAs	101271	M0	ANY	0	127	5.495867524	0.20409	0.00239	0.02167	0.27689	0.1278	0.08038	0.05778	0.03887	0.02954	0.0214	0.01763	0.0135	0.01145	0.01005
dbo:Event	dbo:wikiPageWikiLinkText	101271	M0	ANY	0	364	5.391365741	0.21309	0.16218	0.13003	0.09455	0.07114	0.0542	0.04147	0.03457	0.02866	0.02294	0.01941	0.01581	0.01233	0.01007
dbo:Event	dc:subject	101271	M0	ANY	0	207	3.401477224	0.19601	0.0957	0.12889	0.18686	0.12298	0.08496	0.05716	0.04118	0.0277	0.01806	0.01187	0.00729	0.0045	0.00446
dbo:Event	dbo:wikiPageExternalLink	101271	M0	ANY	0	634	2.775108373	0.45775	0.21132	0.12078	0.06199	0.03418	0.02247	0.01434	0.01054	0.00786	0.006	0.0052	0.00345	0.00326	0.00258
dbo:Event	dbp:goals	101271	M0	ANY	0	541	2.705048829	0.8828	0.01942	0.01145	0.01095	0.00806	0.00563	0.00408	0.00268	0.00238	0.00197	0.00214	0.00199	0.00206	0.00183
dbo:Event	dbp:stadium	101271	M0	ANY	0	307	1.183507618	0.86917	0.0233	0.04346	0.00645	0.01133	0.0031	0.00483	0.00226	0.00409	0.00179	0.00301	0.00129	0.00253	0.00087
dbo:Event	dbp:date	101271	M0	M1	0	207	1.101075333	0.64384	0.25368	0.02299	0.01278	0.0084	0.00802	0.00734	0.00425	0.00513	0.00422	0.00392	0.00286	0.00319	0.0027
dbo:Event	dbp:team	101271	M0	ANY	0	405	0.9550118	0.89628	0.00347	0.04505	0.00254	0.01779	0.00211	0.00257	0.00159	0.00638	0.00147	0.00156	0.001	0.00146	0.00072
dbo:Event	dbp:report	101271	M0	ANY	0	304	0.947131953	0.92828	0.02659	0.00553	0.00358	0.00285	0.00206	0.00404	0.00189	0.00146	0.0008	0.00085	0.00072	0.00144	0.00075
dbo:Event	dbp:percentage	101271	M0	ANY	0	432	0.871750057	0.92643	0.00209	0.02217	0.01223	0.00642	0.00442	0.00489	0.00268	0.00223	0.00197	0.00122	0.00115	0.00086	0.00094
dbo:Event	dbp:candidate	101271	M0	ANY	0	494	0.833130906	0.96487	0.00071	0.00552	0.00389	0.00366	0.00289	0.00254	0.00172	0.00131	0.00113	0.00088	0.00084	0.00064	0.00056
dbo:Event	dbo:wikiPageOutDegree	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:wikiPageRevisionID	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	rdfs:label	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	prov:wasDerivedFrom	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	foaf:isPrimaryTopicOf	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:wikiPageID	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:wikiPageLength	101271	M1	M1	0	1	0.805897049	0.1941	0.8059	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbp:votes	101271	M0	ANY	0	588	0.800999299	0.97067	0.00018	0.00195	0.00244	0.00246	0.00229	0.00204	0.00212	0.00144	0.00137	0.00121	0.00102	0.00101	0.00085
dbo:Event	rdfs:comment	101271	M0	M1	0	1	0.787560111	0.21244	0.78756	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:abstract	101271	M0	M1	0	1	0.787550236	0.21245	0.78755	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbp:referee	101271	M0	ANY	0	220	0.738414749	0.90758	0.03644	0.01299	0.00437	0.00396	0.00292	0.00492	0.00209	0.00194	0.00146	0.00166	0.00136	0.00172	0.00094
dbo:Event	dbp:attendance	101271	M0	ANY	0	250	0.667742987	0.89234	0.06129	0.00969	0.00449	0.00293	0.00344	0.00318	0.00199	0.00172	0.00136	0.00118	0.00127	0.00115	0.00091
dbo:Event	dbp:count	101271	M0	M1	0	1035	0.636914813	0.97304	0.02457	0.00006	0	0.00001	0.00002	0.00001	0.00001	0	0.00002	0	0	0.00001	0
dbo:Event	dbp:commander	101271	M0	ANY	0	110	0.500281423	0.87733	0.00814	0.04914	0.02223	0.01362	0.00755	0.00551	0.00334	0.00262	0.00206	0.00136	0.00106	0.00119	0.00083
dbo:Event	dbp:score	101271	M0	ANY	0	99	0.496766103	0.86462	0.04864	0.01464	0.01316	0.01397	0.01374	0.01148	0.00766	0.00432	0.00292	0.00135	0.00103	0.00058	0.00031
dbo:Event	gold:hypernym	101271	M0	M1	0	1	0.460329216	0.53967	0.46033	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:commander	101271	M0	ANY	0	103	0.454838996	0.88298	0.01899	0.03969	0.01975	0.01182	0.00665	0.00507	0.00311	0.0022	0.00189	0.00117	0.00113	0.00095	0.00069
dbo:Event	dbp:caption	101271	M0	ANY	0	198	0.379664465	0.84266	0.14104	0.00837	0.00197	0.0007	0.00034	0.00016	0.00009	0.00005	0.00003	0.00005	0.00006	0.00004	0.00001
dbo:Event	foaf:name	101271	M0	M1	0	79	0.365929042	0.65807	0.328	0.01076	0.00197	0.00047	0.00016	0.0001	0.00006	0.00008	0.00006	0.00003	0.00004	0.00004	0.00003
dbo:Event	foaf:depiction	101271	M0	M1	0	2	0.364971216	0.63505	0.36493	0.00002	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbo:thumbnail	101271	M0	M1	0	1	0.364951467	0.63505	0.36495	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Event	dbp:time	101271	M0	M1	0	233	0.352865085	0.92454	0.02666	0.00937	0.00637	0.00581	0.00431	0.00397	0.00357	0.0037	0.00293	0.00195	0.00112	0.0011	0.00075
dbo:Event	dbo:time	101271	M0	M1	0	68	0.351225919	0.83558	0.13111	0.00888	0.00506	0.00433	0.00242	0.002	0.00144	0.00141	0.00086	0.00103	0.00079	0.00085	0.00049
dbo:Event	dbo:combatant	101271	M0	ANY	0	58	0.348737546	0.88457	0.01879	0.05729	0.01568	0.00891	0.00413	0.00229	0.00183	0.0014	0.00089	0.00075	0.00066	0.0004	0.00043
dbo:Event	dbp:penalties	101271	M0	ANY	0	154	0.343513938	0.98119	0.00022	0.00014	0.00002	0.00008	0.00016	0.0004	0.00111	0.00169	0.00248	0.00274	0.00017	0.00128	0.00014
dbo:Event	dbo:strength	101271	M0	ANY	0	57	0.332582872	0.8979	0.00973	0.05262	0.01242	0.00927	0.00508	0.00387	0.00233	0.00186	0.0011	0.00095	0.0006	0.00053	0.00032
dbo:Food	dbo:wikiPageWikiLink	14889	M0	ANY	0	950	36.91685137	0.00571	0.00054	0.00249	0.00651	0.01122	0.01531	0.02143	0.02613	0.02633	0.03076	0.03123	0.03184	0.03298	0.03264
dbo:Food	owl:sameAs	14889	M0	ANY	0	117	9.268856203	0.01424	0.00672	0.01169	0.2888	0.14111	0.09369	0.0675	0.05165	0.03996	0.02935	0.02546	0.02122	0.0182	0.01612
dbo:Food	dbp:wikiPageUsesTemplate	14889	M0	ANY	0	129	5.513466317	0.01478	0.0499	0.10968	0.14669	0.1579	0.13728	0.10619	0.07845	0.05239	0.03694	0.02566	0.01827	0.01417	0.01135
dbo:Food	rdf:type	14889	M1	ANY	1	24	5.05715629	0	0.11781	0.0812	0.09658	0.15582	0.17986	0.11733	0.08288	0.0634	0.03479	0.02136	0.01377	0.01014	0.00786
dbo:Food	dbo:wikiPageWikiLinkText	14889	M0	ANY	0	173	4.648801128	0.0309	0.27551	0.25401	0.1258	0.07247	0.04359	0.03049	0.02505	0.01659	0.01417	0.01303	0.01088	0.00725	0.00846
dbo:Food	dc:subject	14889	M0	ANY	0	52	3.485727718	0.00927	0.16059	0.24273	0.20848	0.1436	0.08886	0.0536	0.03069	0.01941	0.01323	0.00853	0.00484	0.00437	0.00309
dbo:Food	dbo:wikiPageExternalLink	14889	M0	ANY	0	140	1.404526832	0.51306	0.19827	0.11653	0.06233	0.03721	0.02196	0.01464	0.0092	0.00598	0.00369	0.00343	0.00255	0.00175	0.00128
dbo:Food	dbo:wikiPageOutDegree	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:wikiPageRevisionID	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	rdfs:label	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	prov:wasDerivedFrom	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	foaf:isPrimaryTopicOf	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:wikiPageID	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:wikiPageLength	14889	M1	M1	0	1	0.994425415	0.00557	0.99443	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:abstract	14889	M1	M1	0	1	0.98173148	0.01827	0.98173	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	rdfs:comment	14889	M1	M1	0	1	0.98173148	0.01827	0.98173	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	gold:hypernym	14889	M0	M1	0	1	0.902612667	0.09739	0.90261	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:ingredient	14889	M0	ANY	0	17	0.836792263	0.74955	0.05279	0.05353	0.04849	0.03499	0.02418	0.01464	0.0086	0.00578	0.00329	0.00161	0.00128	0.00067	0.00034
dbo:Food	dbo:thumbnail	14889	M0	M1	0	1	0.635099738	0.3649	0.6351	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	foaf:depiction	14889	M0	M1	0	1	0.635099738	0.3649	0.6351	0	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbp:name	14889	M0	M1	0	152	0.482503862	0.54382	0.44254	0.01155	0.00168	0.0002	0	0.00013	0	0	0	0	0	0	0
dbo:Food	foaf:name	14889	M0	M1	0	14	0.416952112	0.59185	0.40157	0.00578	0.00047	0.00007	0	0.0002	0	0	0	0	0	0	0
dbo:Food	dbp:mainIngredient	14889	M0	M1	0	13	0.383235946	0.73517	0.21298	0.02048	0.0137	0.00819	0.00557	0.00175	0.00121	0.00047	0.0002	0.00013	0	0.00007	0.00007
dbo:Food	dbp:type	14889	M0	ANY	0	5	0.295251528	0.71442	0.27685	0.00806	0.00047	0.00013	0.00007	0	0	0	0	0	0	0	0
dbo:Food	dbo:type	14889	M0	ANY	0	5	0.279065082	0.7564	0.21412	0.02458	0.0041	0.00054	0.00027	0	0	0	0	0	0	0	0
dbo:Food	dbo:ingredientName	14889	M0	M1	0	13	0.276983008	0.73511	0.25992	0.00269	0.0006	0.00047	0.0004	0.00027	0.00027	0.0002	0	0	0	0	0.00007
dbo:Food	dbp:country	14889	M0	ANY	0	14	0.271072604	0.74787	0.23917	0.01007	0.00148	0.00081	0.0002	0.00027	0	0.00007	0	0	0	0	0
dbo:Food	dbo:country	14889	M0	ANY	0	20	0.263415945	0.77238	0.20384	0.018	0.00363	0.00121	0.00027	0.00027	0	0.00013	0.00007	0	0	0	0
dbo:Food	dbp:caption	14889	M0	M1	0	34	0.222849083	0.80281	0.18692	0.00591	0.00175	0.00101	0.0006	0.00027	0	0.0004	0	0.00007	0	0	0
dbo:Food	dbo:region	14889	M0	ANY	0	10	0.152192894	0.89623	0.07798	0.01545	0.00484	0.00208	0.00175	0.00081	0.00034	0.00034	0.00013	0.00007	0	0	0
dbo:Food	dbp:region	14889	M0	ANY	0	10	0.143327289	0.88078	0.10478	0.00981	0.00249	0.00081	0.00054	0.00047	0.00013	0.00007	0.00007	0.00007	0	0	0
dbo:Food	dbo:synonym	14889	M0	ANY	0	42	0.093357512	0.97851	0.00557	0.00376	0.00322	0.00269	0.00154	0.00107	0.00081	0.00054	0.00027	0.0006	0.00013	0.00013	0.00007
dbo:Food	foaf:homepage	14889	M0	M1	0	6	0.090469474	0.91262	0.08469	0.00249	0.00013	0	0	0.00007	0	0	0	0	0	0	0
dbo:Food	dbo:alias	14889	M0	ANY	0	18	0.088857546	0.91732	0.08053	0.00114	0.00034	0.00027	0.00007	0	0	0.00007	0.00013	0.00007	0	0	0
dbo:Food	dbp:alternateName	14889	M0	ANY	0	10	0.085768017	0.91786	0.08033	0.00114	0.00034	0.00013	0.00007	0	0	0	0.00007	0.00007	0	0	0
dbo:Food	dbp:course	14889	M0	ANY	0	4	0.085700853	0.91806	0.07892	0.00242	0.00047	0.00013	0	0	0	0	0	0	0	0	0
dbo:Food	dce:type	14889	M0	ANY	0	2	0.08180536	0.91826	0.08167	0.00007	0	0	0	0	0	0	0	0	0	0	0
dbo:Food	rdfs:seeAlso	14889	M0	ANY	0	26	0.067700987	0.96642	0.01887	0.00786	0.00269	0.00148	0.00128	0.0004	0.00027	0.0002	0.00013	0.0002	0.00007	0	0
dbo:Food	dbp:origin	14889	M0	M1	0	3	0.066492041	0.94096	0.05252	0.00557	0.00094	0	0	0	0	0	0	0	0	0	0
dbo:Food	dbo:origin	14889	M0	M1	0	4	0.060044328	0.94781	0.04507	0.00645	0.0006	0.00007	0	0	0	0	0	0	0	0	0
